,19,6,3,11,13,5,8,15,9,10,16,0,4,1,18,7,17,14,2,12
푸드,94.55690508322088,93.27354260089686,93.90243902439023,85.71428571428571,94.43298969072164,94.08602150537635,86.73469387755102,97.58064516129032,100.0,100.0,95.14563106796116,92.3076923076923,93.5361216730038,92.85714285714286,,50.0,100.0,,,
게임·취미,,83.33333333333334,91.93548387096774,79.03225806451613,74.07407407407408,92.3076923076923,88.33333333333333,96.15384615384616,100.0,100.0,78.57142857142857,71.42857142857143,75.0,66.66666666666666,,87.5,,,,
스포츠·모빌리티,,96.07843137254902,88.23529411764706,88.55421686746988,94.36619718309859,92.7710843373494,89.43089430894308,100.0,100.0,100.0,100.0,94.73684210526315,92.0,100.0,,85.41666666666666,100.0,0.0,,
패션·잡화,,84.33420365535248,82.18623481781377,83.77602297200288,86.20689655172413,84.82352941176471,78.95833333333333,92.7960927960928,93.68318756073857,96.19565217391305,89.94614003590664,88.58858858858859,86.0,93.8118811881188,100.0,78.125,96.29629629629629,50.0,,
홈·리빙,,88.96103896103897,85.96491228070175,86.7334167709637,86.72566371681415,87.73584905660378,82.95218295218295,96.58273381294964,98.62385321100918,97.67441860465115,93.37016574585635,88.54961832061069,83.94648829431438,95.65217391304348,100.0,70.9090909090909,100.0,,,
클래스·컨설팅,,86.79245283018868,85.45454545454545,89.60000000000001,87.5,91.22807017543859,85.0,83.33333333333334,100.0,,100.0,84.61538461538461,50.0,33.33333333333333,,37.5,,100.0,,
반려동물,87.5,90.32258064516128,86.04651162790698,89.61937716262976,83.33333333333334,89.88095238095238,83.62573099415205,93.57798165137615,100.0,100.0,89.70588235294117,90.41095890410958,86.23188405797102,92.20779220779221,,75.0,100.0,,,
테크·가전,,93.56725146198829,92.5311203319502,95.26462395543176,96.29629629629629,95.17543859649122,91.91176470588235,98.08917197452229,99.43820224719101,95.83333333333334,98.61111111111111,98.50746268656717,94.6236559139785,100.0,,78.49462365591397,,42.857142857142854,,
뷰티,,94.26229508196722,92.65536723163842,97.05882352941177,92.63157894736842,91.66666666666666,90.50632911392405,97.43589743589743,98.62068965517241,100.0,100.0,98.27586206896551,95.41284403669725,97.61904761904762,95.65217391304348,57.14285714285714,,,100.0,
베이비·키즈,,90.19607843137256,79.03225806451613,83.07692307692308,78.57142857142857,90.0,85.71428571428571,90.9090909090909,100.0,100.0,100.0,100.0,80.0,83.33333333333334,,77.77777777777779,,,,
모임,,100.0,,81.81818181818183,,100.0,33.33333333333333,,,,,100.0,,100.0,,0.0,,,,
여행·레저,,83.33333333333334,91.78082191780823,85.71428571428571,85.88235294117646,82.25806451612904,86.0,97.46835443037975,89.02439024390245,100.0,86.8421052631579,80.64516129032258,84.70588235294117,95.83333333333334,100.0,68.65671641791045,,0.0,,
소셜·캠페인,100.0,77.41935483870968,85.91549295774648,85.48387096774194,93.33333333333333,90.0,77.92207792207793,85.71428571428571,100.0,100.0,93.33333333333333,91.66666666666666,86.66666666666667,80.0,,100.0,100.0,,,100.0
출판,,90.9090909090909,61.53846153846154,87.65432098765432,88.46153846153845,81.13207547169812,67.82608695652173,83.33333333333334,100.0,,66.66666666666666,70.0,81.81818181818183,100.0,,,,,,
컬쳐·아티스트,,88.57142857142857,80.0,87.83783783783784,80.64516129032258,77.55102040816327,84.12698412698413,96.29629629629629,93.33333333333333,100.0,88.88888888888889,88.88888888888889,93.75,80.0,,84.61538461538461,100.0,,,
캐릭터·굿즈,,86.66666666666667,90.47619047619048,88.88888888888889,83.33333333333334,81.81818181818183,85.0,92.3076923076923,100.0,100.0,100.0,85.71428571428571,92.3076923076923,,,,100.0,,,
기부·후원,,,0.0,,,0.0,,,,,,100.0,,,,,,,,
