,3,0,18,12,13,7,16,15,1,5,10,9,14,2,8,19,17,4,6,11
푸드,94.18526031102095,93.7603993344426,84.375,,100.0,94.34482758620689,93.43832020997375,85.71428571428571,100.0,96.875,50.0,100.0,100.0,100.0,,,,100.0,100.0,
게임·취미,,100.0,83.65384615384616,100.0,89.65517241379311,100.0,100.0,74.50980392156863,89.74358974358975,100.0,100.0,88.88888888888889,,66.66666666666666,66.66666666666666,,,100.0,50.0,
스포츠·모빌리티,100.0,,90.0,91.22807017543859,92.56756756756756,,92.85714285714286,86.66666666666667,100.0,93.61702127659575,0.0,92.45283018867924,87.5,97.01492537313433,100.0,100.0,96.55172413793103,80.0,100.0,
패션·잡화,50.0,76.47058823529412,78.10077519379846,93.57696566998892,88.7107119948685,100.0,80.0,77.35849056603774,85.71428571428571,92.44186046511628,81.92771084337349,86.7132867132867,87.5,86.98884758364312,88.05361305361305,86.00891861761427,86.50246305418719,55.55555555555556,88.53333333333333,
홈·리빙,94.11764705882352,94.73684210526315,79.25925925925927,100.0,92.1875,92.23300970873787,90.88729016786571,85.13824884792626,82.79569892473118,92.82639885222382,85.48387096774194,85.22167487684729,91.93548387096774,92.54426840633737,84.81012658227847,90.47619047619048,96.73913043478261,74.19354838709677,81.08108108108108,
클래스·컨설팅,100.0,,66.66666666666666,,,,100.0,71.42857142857143,87.6750700280112,75.0,0.0,66.66666666666666,,100.0,,,,66.66666666666666,,
반려동물,95.6140350877193,100.0,65.0,100.0,72.72727272727273,88.46153846153845,100.0,80.28169014084507,50.0,83.33333333333334,88.69969040247679,100.0,100.0,90.35087719298247,96.29629629629629,100.0,95.0,50.0,100.0,
테크·가전,100.0,100.0,90.9090909090909,75.0,100.0,96.29629629629629,97.10144927536231,92.03539823008849,96.72131147540983,94.73684210526315,100.0,95.69420035149385,96.875,94.30379746835443,100.0,100.0,86.66666666666667,69.49152542372882,,
뷰티,91.30434782608695,100.0,90.19607843137256,100.0,92.6829268292683,100.0,95.0,75.0,87.5,91.11111111111111,100.0,100.0,95.67400540749324,93.51351351351352,,100.0,100.0,0.0,100.0,100.0
베이비·키즈,100.0,100.0,88.23529411764706,100.0,91.30434782608695,,,93.33333333333333,79.6875,76.47058823529412,100.0,87.5,100.0,96.0,80.0,100.0,100.0,80.0,,
모임,,,87.5,,,,100.0,,78.94736842105263,,,,,,,,,,,
여행·레저,100.0,71.42857142857143,86.45833333333334,100.0,85.1063829787234,100.0,83.33333333333334,85.6020942408377,83.33333333333334,97.36842105263158,66.66666666666666,86.66666666666667,,92.85714285714286,93.44262295081968,83.87096774193549,80.76923076923077,59.61538461538461,100.0,
소셜·캠페인,,83.33333333333334,85.47717842323651,0.0,100.0,100.0,75.0,100.0,78.26086956521739,100.0,78.33333333333333,100.0,100.0,93.75,100.0,100.0,100.0,100.0,100.0,100.0
출판,,,78.62595419847328,,66.66666666666666,100.0,100.0,60.0,75.83333333333333,0.0,0.0,0.0,,100.0,,100.0,,,100.0,
컬쳐·아티스트,,100.0,86.03174603174604,,89.28571428571429,0.0,88.88888888888889,86.95652173913044,70.96774193548387,,88.88888888888889,94.73684210526315,,0.0,,100.0,100.0,76.92307692307693,100.0,
캐릭터·굿즈,100.0,100.0,85.71428571428571,,100.0,,66.66666666666666,83.33333333333334,66.66666666666666,100.0,95.23809523809523,100.0,,100.0,100.0,,100.0,,100.0,
기부·후원,,,66.66666666666666,,,,,,,,0.0,,,,,,,,,
